"";"ID";"value_mortgage";"value_nonmortgage"
"4900";"504-38-1711";667340;7934
"4901";"108-58-3412";488115;10538
"4902";"844-46-5394";0;19316
"4903";"909-24-8311";0;10533
"4904";"361-77-5530";0;5134
"4905";"598-18-6680";0;12660
"4906";"169-56-7829";352435;11193
"4907";"409-20-1065";0;17507
"4908";"856-58-8598";0;25725
"4909";"151-55-1917";280985;8595
"4910";"807-23-7869";374148;10989
"4911";"730-69-3747";0;4786
"4912";"196-76-7727";0;3079
"4913";"668-37-9641";0;9909
"4914";"980-98-4590";0;7436
"4915";"462-53-4728";0;9380
"4916";"373-52-6438";0;9698
"4917";"539-81-8490";0;16495
"4918";"412-28-9928";0;4316
"4919";"583-64-5407";0;4728
"4920";"360-84-3112";287844;730
"4921";"820-71-8856";0;7265
"4922";"510-67-7676";0;709
"4923";"863-87-1578";739216;16204
"4924";"534-99-3939";428699;30517
"4925";"920-87-4904";0;9347
"4926";"370-65-1470";0;3411
"4927";"401-24-3604";0;25699
"4928";"790-61-5659";0;29550
"4929";"822-11-5810";0;17768
"4930";"549-10-7798";0;4360
"4931";"232-41-9866";0;4007
"4932";"932-23-1873";734554;4839
"4933";"994-28-3710";0;9910
"4934";"703-68-3194";0;9532
"4935";"675-92-7353";0;18747
"4936";"325-90-6113";0;7354
"4937";"757-31-3886";619246;16515
"4938";"654-86-7824";0;6203
"4939";"578-87-8400";0;14500
"4940";"643-51-9745";0;2487
"4941";"949-50-7731";0;3374
"4942";"851-20-2737";325167;20265
"4943";"301-84-8753";0;2285
"4944";"246-38-6958";476966;4641
"4945";"771-90-5967";0;11916
"4946";"309-57-5693";0;10720
"4947";"816-71-3141";278100;6258
"4948";"723-27-8167";0;11010
"4949";"339-45-3040";0;15045
"4950";"746-48-8181";520184;13565
"4951";"234-61-8548";744434;5385
"4952";"460-50-4714";0;6690
"4953";"405-58-9415";0;2095
"4954";"471-99-3505";0;6229
"4955";"851-25-1004";0;8482
"4956";"904-15-8730";0;8048
"4957";"338-36-9007";615169;25808
"4958";"714-75-5098";0;17803
"4959";"500-37-4929";0;3355
"4960";"674-29-2768";0;9440
"4961";"532-58-9019";210155;7872
"4962";"756-49-3913";527808;8970
"4963";"471-25-2787";670797;4921
"4964";"467-59-9238";0;7423
"4965";"488-21-8225";0;14075
"4966";"399-54-5911";0;11229
"4967";"303-58-4408";621489;2207
"4968";"868-47-5239";422765;5898
"4969";"616-36-3361";0;23315
"4970";"231-20-7491";355077;18167
"4971";"155-49-4637";569576;4687
"4972";"552-45-5820";245377;17973
"4973";"974-25-7856";0;6493
"4974";"999-58-2126";0;3400
"4975";"772-54-5792";0;23743
"4976";"519-37-7625";0;8125
"4977";"698-18-9307";0;7550
"4978";"333-64-9256";0;5900
"4979";"948-80-5292";0;5150
"4980";"559-50-2470";0;9112
"4981";"593-67-9977";0;5818
"4982";"566-35-7141";0;4959
"4983";"587-88-8157";0;8452
"4984";"897-41-2638";0;3778
"4985";"220-34-1777";0;4409
"4986";"142-71-2184";0;19401
"4987";"225-41-5164";307769;7970
"4988";"764-14-8587";591590;3793
"4989";"227-24-9283";0;8659
"4990";"790-29-7504";803283;5301
"4991";"233-68-2884";0;2204
"4992";"309-94-2540";0;7284
"4993";"523-63-7429";911407;11572
"4994";"846-46-7597";0;3461
"4995";"176-44-2725";0;16663
"4996";"211-55-4515";0;33980
"4997";"559-65-2288";305802;9315
"4998";"874-60-7134";0;19110
"4999";"843-20-2100";350508;10061
"5000";"913-57-4269";0;13287
